,Jacard Benzerliği
"('Pansy Parkinson', 'Rose Zeller')",0.0
"('Pansy Parkinson', 'Seamus Finnigan')",0.0
"('Pansy Parkinson', 'Stewart Ackerley')",0.0
"('Pansy Parkinson', 'Susan Bones')",0.0
"('Pansy Parkinson', 'Terry Boot')",0.0
"('Pansy Parkinson', 'Theodore Nott')",0.0
"('Pansy Parkinson', 'Vincent Crabbe')",1.0
"('Pansy Parkinson', 'Zacharias Smith')",0.0
"('Parvati Patil', 'Adrian Pucey')",0.0
"('Parvati Patil', 'Alicia Spinnet')",0.0
"('Parvati Patil', 'Angelina Johnson')",0.0
"('Parvati Patil', 'Anthony Goldstein')",0.0
"('Parvati Patil', 'Blaise Zabini')",0.0
"('Parvati Patil', 'C. Warrington')",0.0
"('Parvati Patil', 'Cedric Diggory')",0.0
"('Parvati Patil', 'Cho Chang')",0.0
"('Parvati Patil', 'Colin Creevey')",0.0
"('Parvati Patil', 'Cormac McLaggen')",0.0
"('Parvati Patil', 'Dean Thomas')",0.625
"('Parvati Patil', 'Demelza Robins')",0.0
"('Parvati Patil', 'Dennis Creevey')",0.0
"('Parvati Patil', 'Draco Malfoy')",0.0
"('Parvati Patil', 'Eddie Carmichael')",0.0
"('Parvati Patil', 'Eleanor Branstone')",0.0
"('Parvati Patil', 'Ernie Macmillan')",0.0
"('Parvati Patil', 'Euan Abercrombie')",0.0
"('Parvati Patil', 'Fred Weasley')",0.0
"('Parvati Patil', 'George Weasley')",0.0
"('Parvati Patil', 'Ginny Weasley')",0.07692307692307693
"('Parvati Patil', 'Graham Pritchard')",0.0
"('Parvati Patil', 'Gregory Goyle')",0.0
"('Parvati Patil', 'Hannah Abbott')",0.0
"('Parvati Patil', 'Harry James Potter')",0.13636363636363635
"('Parvati Patil', 'Hermione Granger')",0.17647058823529413
"('Parvati Patil', 'Jimmy Peakes')",0.0
"('Parvati Patil', 'Justin Finch-Fletchley')",0.0
"('Parvati Patil', 'Katie Bell')",0.0
"('Parvati Patil', 'Kevin Whitby')",0.0
"('Parvati Patil', 'Lavender Brown')",0.16666666666666666
"('Parvati Patil', 'Leanne')",0.0
"('Parvati Patil', 'Lee Jordan')",0.0
"('Parvati Patil', 'Lucian Bole')",0.0
"('Parvati Patil', 'Luna Lovegood')",0.1
"('Parvati Patil', 'Malcolm Baddock')",0.0
"('Parvati Patil', 'Mandy Brocklehurst')",0.0
"('Parvati Patil', 'Marcus Belby')",0.0
"('Parvati Patil', 'Marcus Flint')",0.0
"('Parvati Patil', 'Michael Corner')",0.0
"('Parvati Patil', 'Miles Bletchley')",0.0
"('Parvati Patil', 'Millicent Bulstrode')",0.0
"('Parvati Patil', 'Natalie McDonald')",0.0
"('Parvati Patil', 'Neville Longbottom')",0.3
"('Parvati Patil', 'Oliver Wood')",0.0
"('Parvati Patil', 'Orla Quirke')",0.0
"('Parvati Patil', 'Owen Cauldwell')",0.0
"('Parvati Patil', 'Padma Patil')",0.0
"('Parvati Patil', 'Pansy Parkinson')",0.0
"('Parvati Patil', 'Penelope Clearwater')",0.0
"('Parvati Patil', 'Percy Weasley')",0.0
"('Parvati Patil', 'Peregrine Derrick')",0.0
"('Parvati Patil', 'Roger Davies')",0.0
"('Parvati Patil', 'Romilda Vane')",0.0
"('Parvati Patil', 'Ronald Weasley')",0.25
"('Parvati Patil', 'Rose Zeller')",0.0
"('Parvati Patil', 'Seamus Finnigan')",0.625
"('Parvati Patil', 'Stewart Ackerley')",0.0
"('Parvati Patil', 'Susan Bones')",0.0
"('Parvati Patil', 'Terry Boot')",0.0
"('Parvati Patil', 'Theodore Nott')",0.0
"('Parvati Patil', 'Vincent Crabbe')",0.0
"('Parvati Patil', 'Zacharias Smith')",0.0
"('Penelope Clearwater', 'Adrian Pucey')",0.0
"('Penelope Clearwater', 'Alicia Spinnet')",0.0
"('Penelope Clearwater', 'Angelina Johnson')",0.0
"('Penelope Clearwater', 'Anthony Goldstein')",0.0
"('Penelope Clearwater', 'Blaise Zabini')",0.0
"('Penelope Clearwater', 'C. Warrington')",0.0
"('Penelope Clearwater', 'Cedric Diggory')",0.0
"('Penelope Clearwater', 'Cho Chang')",0.0
"('Penelope Clearwater', 'Colin Creevey')",0.0
"('Penelope Clearwater', 'Cormac McLaggen')",0.0
"('Penelope Clearwater', 'Dean Thomas')",0.0
"('Penelope Clearwater', 'Demelza Robins')",0.0
"('Penelope Clearwater', 'Dennis Creevey')",0.0
"('Penelope Clearwater', 'Draco Malfoy')",0.0
"('Penelope Clearwater', 'Eddie Carmichael')",0.0
"('Penelope Clearwater', 'Eleanor Branstone')",0.0
"('Penelope Clearwater', 'Ernie Macmillan')",0.0
"('Penelope Clearwater', 'Euan Abercrombie')",0.0
"('Penelope Clearwater', 'Fred Weasley')",0.0
"('Penelope Clearwater', 'George Weasley')",0.0
"('Penelope Clearwater', 'Ginny Weasley')",0.0
"('Penelope Clearwater', 'Graham Pritchard')",0.0
"('Penelope Clearwater', 'Gregory Goyle')",0.0
"('Penelope Clearwater', 'Hannah Abbott')",0.0
"('Penelope Clearwater', 'Harry James Potter')",0.0
"('Penelope Clearwater', 'Hermione Granger')",0.0
"('Penelope Clearwater', 'Jimmy Peakes')",0.0
"('Penelope Clearwater', 'Justin Finch-Fletchley')",0.0
"('Penelope Clearwater', 'Katie Bell')",0.0
"('Penelope Clearwater', 'Kevin Whitby')",0.0
"('Penelope Clearwater', 'Lavender Brown')",0.0
"('Penelope Clearwater', 'Leanne')",0.0
"('Penelope Clearwater', 'Lee Jordan')",0.0
"('Penelope Clearwater', 'Lucian Bole')",0.0
"('Penelope Clearwater', 'Luna Lovegood')",0.0
"('Penelope Clearwater', 'Malcolm Baddock')",0.0
"('Penelope Clearwater', 'Mandy Brocklehurst')",0.0
"('Penelope Clearwater', 'Marcus Belby')",0.0
"('Penelope Clearwater', 'Marcus Flint')",0.0
"('Penelope Clearwater', 'Michael Corner')",0.0
"('Penelope Clearwater', 'Miles Bletchley')",0.0
"('Penelope Clearwater', 'Millicent Bulstrode')",0.0
"('Penelope Clearwater', 'Natalie McDonald')",0.0
"('Penelope Clearwater', 'Neville Longbottom')",0.0
"('Penelope Clearwater', 'Oliver Wood')",0.0
"('Penelope Clearwater', 'Orla Quirke')",0.0
"('Penelope Clearwater', 'Owen Cauldwell')",0.0
"('Penelope Clearwater', 'Padma Patil')",0.0
"('Penelope Clearwater', 'Pansy Parkinson')",0.0
"('Penelope Clearwater', 'Parvati Patil')",0.0
"('Penelope Clearwater', 'Percy Weasley')",0.0
"('Penelope Clearwater', 'Peregrine Derrick')",0.0
"('Penelope Clearwater', 'Roger Davies')",0.0
"('Penelope Clearwater', 'Romilda Vane')",0.0
"('Penelope Clearwater', 'Ronald Weasley')",0.0
"('Penelope Clearwater', 'Rose Zeller')",0.0
"('Penelope Clearwater', 'Seamus Finnigan')",0.0
"('Penelope Clearwater', 'Stewart Ackerley')",0.0
"('Penelope Clearwater', 'Susan Bones')",0.0
"('Penelope Clearwater', 'Terry Boot')",0.0
"('Penelope Clearwater', 'Theodore Nott')",0.0
"('Penelope Clearwater', 'Vincent Crabbe')",0.0
"('Penelope Clearwater', 'Zacharias Smith')",0.0
"('Percy Weasley', 'Adrian Pucey')",0.0
"('Percy Weasley', 'Alicia Spinnet')",0.18181818181818182
"('Percy Weasley', 'Angelina Johnson')",0.18181818181818182
"('Percy Weasley', 'Anthony Goldstein')",0.1
"('Percy Weasley', 'Blaise Zabini')",0.0
"('Percy Weasley', 'C. Warrington')",0.0
"('Percy Weasley', 'Cedric Diggory')",0.16666666666666666
"('Percy Weasley', 'Cho Chang')",0.2
"('Percy Weasley', 'Colin Creevey')",0.16666666666666666
"('Percy Weasley', 'Cormac McLaggen')",0.0
"('Percy Weasley', 'Dean Thomas')",0.2
"('Percy Weasley', 'Demelza Robins')",0.0
"('Percy Weasley', 'Dennis Creevey')",0.16666666666666666
"('Percy Weasley', 'Draco Malfoy')",0.0
"('Percy Weasley', 'Eddie Carmichael')",0.0
"('Percy Weasley', 'Eleanor Branstone')",0.0
"('Percy Weasley', 'Ernie Macmillan')",0.1
"('Percy Weasley', 'Euan Abercrombie')",0.0
"('Percy Weasley', 'Fred Weasley')",0.25
"('Percy Weasley', 'George Weasley')",0.25
"('Percy Weasley', 'Ginny Weasley')",0.3
"('Percy Weasley', 'Graham Pritchard')",0.0
"('Percy Weasley', 'Gregory Goyle')",0.0
"('Percy Weasley', 'Hannah Abbott')",0.1
"('Percy Weasley', 'Harry James Potter')",0.14285714285714285
"('Percy Weasley', 'Hermione Granger')",0.1875
"('Percy Weasley', 'Jimmy Peakes')",0.0
"('Percy Weasley', 'Justin Finch-Fletchley')",0.1
"('Percy Weasley', 'Katie Bell')",0.1
"('Percy Weasley', 'Kevin Whitby')",0.0
"('Percy Weasley', 'Lavender Brown')",0.2
"('Percy Weasley', 'Leanne')",0.0
"('Percy Weasley', 'Lee Jordan')",0.2857142857142857
"('Percy Weasley', 'Lucian Bole')",0.0
"('Percy Weasley', 'Luna Lovegood')",0.42857142857142855
"('Percy Weasley', 'Malcolm Baddock')",0.0
"('Percy Weasley', 'Mandy Brocklehurst')",0.0
"('Percy Weasley', 'Marcus Belby')",0.0
"('Percy Weasley', 'Marcus Flint')",0.0
"('Percy Weasley', 'Michael Corner')",0.0
"('Percy Weasley', 'Miles Bletchley')",0.0
"('Percy Weasley', 'Millicent Bulstrode')",0.0
"('Percy Weasley', 'Natalie McDonald')",0.0
"('Percy Weasley', 'Neville Longbottom')",0.3333333333333333
"('Percy Weasley', 'Oliver Wood')",0.2
"('Percy Weasley', 'Orla Quirke')",0.0
"('Percy Weasley', 'Owen Cauldwell')",0.0
"('Percy Weasley', 'Padma Patil')",0.25
"('Percy Weasley', 'Pansy Parkinson')",0.0
"('Percy Weasley', 'Parvati Patil')",0.0
"('Percy Weasley', 'Penelope Clearwater')",0.0
"('Percy Weasley', 'Peregrine Derrick')",0.0
"('Percy Weasley', 'Roger Davies')",0.0
"('Percy Weasley', 'Romilda Vane')",0.0
"('Percy Weasley', 'Ronald Weasley')",0.1875
"('Percy Weasley', 'Rose Zeller')",0.0
"('Percy Weasley', 'Seamus Finnigan')",0.2
"('Percy Weasley', 'Stewart Ackerley')",0.0
"('Percy Weasley', 'Susan Bones')",0.1
"('Percy Weasley', 'Terry Boot')",0.09090909090909091
"('Percy Weasley', 'Theodore Nott')",0.0
"('Percy Weasley', 'Vincent Crabbe')",0.0
"('Percy Weasley', 'Zacharias Smith')",0.0
"('Peregrine Derrick', 'Adrian Pucey')",0.0
"('Peregrine Derrick', 'Alicia Spinnet')",0.0
"('Peregrine Derrick', 'Angelina Johnson')",0.0
"('Peregrine Derrick', 'Anthony Goldstein')",0.0
"('Peregrine Derrick', 'Blaise Zabini')",0.0
"('Peregrine Derrick', 'C. Warrington')",0.0
"('Peregrine Derrick', 'Cedric Diggory')",0.0
"('Peregrine Derrick', 'Cho Chang')",0.0
"('Peregrine Derrick', 'Colin Creevey')",0.0
"('Peregrine Derrick', 'Cormac McLaggen')",0.0
"('Peregrine Derrick', 'Dean Thomas')",0.0
"('Peregrine Derrick', 'Demelza Robins')",0.0
"('Peregrine Derrick', 'Dennis Creevey')",0.0
"('Peregrine Derrick', 'Draco Malfoy')",0.0
"('Peregrine Derrick', 'Eddie Carmichael')",0.0
"('Peregrine Derrick', 'Eleanor Branstone')",0.0
"('Peregrine Derrick', 'Ernie Macmillan')",0.0
"('Peregrine Derrick', 'Euan Abercrombie')",0.0
"('Peregrine Derrick', 'Fred Weasley')",0.0
"('Peregrine Derrick', 'George Weasley')",0.0
"('Peregrine Derrick', 'Ginny Weasley')",0.0
"('Peregrine Derrick', 'Graham Pritchard')",0.0
"('Peregrine Derrick', 'Gregory Goyle')",0.0
"('Peregrine Derrick', 'Hannah Abbott')",0.0
"('Peregrine Derrick', 'Harry James Potter')",0.0
"('Peregrine Derrick', 'Hermione Granger')",0.0
"('Peregrine Derrick', 'Jimmy Peakes')",0.0
"('Peregrine Derrick', 'Justin Finch-Fletchley')",0.0
"('Peregrine Derrick', 'Katie Bell')",0.0
"('Peregrine Derrick', 'Kevin Whitby')",0.0
"('Peregrine Derrick', 'Lavender Brown')",0.0
"('Peregrine Derrick', 'Leanne')",0.0
"('Peregrine Derrick', 'Lee Jordan')",0.0
"('Peregrine Derrick', 'Lucian Bole')",0.0
"('Peregrine Derrick', 'Luna Lovegood')",0.0
"('Peregrine Derrick', 'Malcolm Baddock')",0.0
"('Peregrine Derrick', 'Mandy Brocklehurst')",0.0
"('Peregrine Derrick', 'Marcus Belby')",0.0
"('Peregrine Derrick', 'Marcus Flint')",0.0
"('Peregrine Derrick', 'Michael Corner')",0.0
"('Peregrine Derrick', 'Miles Bletchley')",0.0
"('Peregrine Derrick', 'Millicent Bulstrode')",0.0
"('Peregrine Derrick', 'Natalie McDonald')",0.0
"('Peregrine Derrick', 'Neville Longbottom')",0.0
"('Peregrine Derrick', 'Oliver Wood')",0.0
"('Peregrine Derrick', 'Orla Quirke')",0.0
"('Peregrine Derrick', 'Owen Cauldwell')",0.0
"('Peregrine Derrick', 'Padma Patil')",0.0
"('Peregrine Derrick', 'Pansy Parkinson')",0.0
"('Peregrine Derrick', 'Parvati Patil')",0.0
"('Peregrine Derrick', 'Penelope Clearwater')",0.0
"('Peregrine Derrick', 'Percy Weasley')",0.0
"('Peregrine Derrick', 'Roger Davies')",0.0
"('Peregrine Derrick', 'Romilda Vane')",0.0
"('Peregrine Derrick', 'Ronald Weasley')",0.0
"('Peregrine Derrick', 'Rose Zeller')",0.0
"('Peregrine Derrick', 'Seamus Finnigan')",0.0
"('Peregrine Derrick', 'Stewart Ackerley')",0.0
"('Peregrine Derrick', 'Susan Bones')",0.0
"('Peregrine Derrick', 'Terry Boot')",0.0
"('Peregrine Derrick', 'Theodore Nott')",0.0
"('Peregrine Derrick', 'Vincent Crabbe')",0.0
"('Peregrine Derrick', 'Zacharias Smith')",0.0
"('Roger Davies', 'Adrian Pucey')",0.0
"('Roger Davies', 'Alicia Spinnet')",0.0
"('Roger Davies', 'Angelina Johnson')",0.0
"('Roger Davies', 'Anthony Goldstein')",0.0
"('Roger Davies', 'Blaise Zabini')",0.0
"('Roger Davies', 'C. Warrington')",0.0
"('Roger Davies', 'Cedric Diggory')",0.0
"('Roger Davies', 'Cho Chang')",0.0
"('Roger Davies', 'Colin Creevey')",0.0
"('Roger Davies', 'Cormac McLaggen')",0.0
"('Roger Davies', 'Dean Thomas')",0.0
"('Roger Davies', 'Demelza Robins')",0.0
"('Roger Davies', 'Dennis Creevey')",0.0
"('Roger Davies', 'Draco Malfoy')",0.0
"('Roger Davies', 'Eddie Carmichael')",0.0
"('Roger Davies', 'Eleanor Branstone')",0.0
"('Roger Davies', 'Ernie Macmillan')",0.0
"('Roger Davies', 'Euan Abercrombie')",0.0
"('Roger Davies', 'Fred Weasley')",0.0
"('Roger Davies', 'George Weasley')",0.0
"('Roger Davies', 'Ginny Weasley')",0.0
"('Roger Davies', 'Graham Pritchard')",0.0
"('Roger Davies', 'Gregory Goyle')",0.0
"('Roger Davies', 'Hannah Abbott')",0.0
"('Roger Davies', 'Harry James Potter')",0.0
"('Roger Davies', 'Hermione Granger')",0.0
"('Roger Davies', 'Jimmy Peakes')",0.0
"('Roger Davies', 'Justin Finch-Fletchley')",0.0
"('Roger Davies', 'Katie Bell')",0.0
"('Roger Davies', 'Kevin Whitby')",0.0
"('Roger Davies', 'Lavender Brown')",0.0
"('Roger Davies', 'Leanne')",0.0
"('Roger Davies', 'Lee Jordan')",0.0
"('Roger Davies', 'Lucian Bole')",0.0
"('Roger Davies', 'Luna Lovegood')",0.0
"('Roger Davies', 'Malcolm Baddock')",0.0
"('Roger Davies', 'Mandy Brocklehurst')",0.0
"('Roger Davies', 'Marcus Belby')",0.0
"('Roger Davies', 'Marcus Flint')",0.0
"('Roger Davies', 'Michael Corner')",0.0
"('Roger Davies', 'Miles Bletchley')",0.0
"('Roger Davies', 'Millicent Bulstrode')",0.0
"('Roger Davies', 'Natalie McDonald')",0.0
"('Roger Davies', 'Neville Longbottom')",0.0
"('Roger Davies', 'Oliver Wood')",0.0
"('Roger Davies', 'Orla Quirke')",0.0
"('Roger Davies', 'Owen Cauldwell')",0.0
"('Roger Davies', 'Padma Patil')",0.0
"('Roger Davies', 'Pansy Parkinson')",0.0
"('Roger Davies', 'Parvati Patil')",0.0
"('Roger Davies', 'Penelope Clearwater')",0.0
"('Roger Davies', 'Percy Weasley')",0.0
"('Roger Davies', 'Peregrine Derrick')",0.0
"('Roger Davies', 'Romilda Vane')",0.0
"('Roger Davies', 'Ronald Weasley')",0.0
"('Roger Davies', 'Rose Zeller')",0.0
"('Roger Davies', 'Seamus Finnigan')",0.0
"('Roger Davies', 'Stewart Ackerley')",0.0
"('Roger Davies', 'Susan Bones')",0.0
"('Roger Davies', 'Terry Boot')",0.0
"('Roger Davies', 'Theodore Nott')",0.0
"('Roger Davies', 'Vincent Crabbe')",0.0
"('Roger Davies', 'Zacharias Smith')",0.0
"('Romilda Vane', 'Adrian Pucey')",0.0
"('Romilda Vane', 'Alicia Spinnet')",0.0
"('Romilda Vane', 'Angelina Johnson')",0.0
"('Romilda Vane', 'Anthony Goldstein')",0.0
"('Romilda Vane', 'Blaise Zabini')",0.0
"('Romilda Vane', 'C. Warrington')",0.0
"('Romilda Vane', 'Cedric Diggory')",0.0
"('Romilda Vane', 'Cho Chang')",0.0
"('Romilda Vane', 'Colin Creevey')",0.0
"('Romilda Vane', 'Cormac McLaggen')",0.0
"('Romilda Vane', 'Dean Thomas')",0.0
"('Romilda Vane', 'Demelza Robins')",0.0
"('Romilda Vane', 'Dennis Creevey')",0.0
"('Romilda Vane', 'Draco Malfoy')",0.0
"('Romilda Vane', 'Eddie Carmichael')",0.0
"('Romilda Vane', 'Eleanor Branstone')",0.0
"('Romilda Vane', 'Ernie Macmillan')",0.0
"('Romilda Vane', 'Euan Abercrombie')",0.0
"('Romilda Vane', 'Fred Weasley')",0.0
"('Romilda Vane', 'George Weasley')",0.0
"('Romilda Vane', 'Ginny Weasley')",0.0
"('Romilda Vane', 'Graham Pritchard')",0.0
"('Romilda Vane', 'Gregory Goyle')",0.0
"('Romilda Vane', 'Hannah Abbott')",0.0
"('Romilda Vane', 'Harry James Potter')",0.0
"('Romilda Vane', 'Hermione Granger')",0.0
"('Romilda Vane', 'Jimmy Peakes')",0.0
"('Romilda Vane', 'Justin Finch-Fletchley')",0.0
"('Romilda Vane', 'Katie Bell')",0.0
"('Romilda Vane', 'Kevin Whitby')",0.0
"('Romilda Vane', 'Lavender Brown')",0.0
"('Romilda Vane', 'Leanne')",0.0
"('Romilda Vane', 'Lee Jordan')",0.0
"('Romilda Vane', 'Lucian Bole')",0.0
"('Romilda Vane', 'Luna Lovegood')",0.0
"('Romilda Vane', 'Malcolm Baddock')",0.0
"('Romilda Vane', 'Mandy Brocklehurst')",0.0
"('Romilda Vane', 'Marcus Belby')",0.0
"('Romilda Vane', 'Marcus Flint')",0.0
"('Romilda Vane', 'Michael Corner')",0.0
"('Romilda Vane', 'Miles Bletchley')",0.0
"('Romilda Vane', 'Millicent Bulstrode')",0.0
"('Romilda Vane', 'Natalie McDonald')",0.0
"('Romilda Vane', 'Neville Longbottom')",0.0
"('Romilda Vane', 'Oliver Wood')",0.0
"('Romilda Vane', 'Orla Quirke')",0.0
"('Romilda Vane', 'Owen Cauldwell')",0.0
"('Romilda Vane', 'Padma Patil')",0.0
"('Romilda Vane', 'Pansy Parkinson')",0.0
"('Romilda Vane', 'Parvati Patil')",0.0
"('Romilda Vane', 'Penelope Clearwater')",0.0
"('Romilda Vane', 'Percy Weasley')",0.0
"('Romilda Vane', 'Peregrine Derrick')",0.0
"('Romilda Vane', 'Roger Davies')",0.0
"('Romilda Vane', 'Ronald Weasley')",0.0
"('Romilda Vane', 'Rose Zeller')",0.0
"('Romilda Vane', 'Seamus Finnigan')",0.0
"('Romilda Vane', 'Stewart Ackerley')",0.0
"('Romilda Vane', 'Susan Bones')",0.0
"('Romilda Vane', 'Terry Boot')",0.0
"('Romilda Vane', 'Theodore Nott')",0.0
"('Romilda Vane', 'Vincent Crabbe')",0.0
"('Romilda Vane', 'Zacharias Smith')",0.0
"('Ronald Weasley', 'Adrian Pucey')",0.0
"('Ronald Weasley', 'Alicia Spinnet')",0.5
"('Ronald Weasley', 'Angelina Johnson')",0.5
"('Ronald Weasley', 'Anthony Goldstein')",0.047619047619047616
"('Ronald Weasley', 'Blaise Zabini')",0.0
"('Ronald Weasley', 'C. Warrington')",0.0
"('Ronald Weasley', 'Cedric Diggory')",0.058823529411764705
"('Ronald Weasley', 'Cho Chang')",0.0625
"('Ronald Weasley', 'Colin Creevey')",0.058823529411764705
"('Ronald Weasley', 'Cormac McLaggen')",0.0
"('Ronald Weasley', 'Dean Thomas')",0.4375
"('Ronald Weasley', 'Demelza Robins')",0.0
"('Ronald Weasley', 'Dennis Creevey')",0.058823529411764705
"('Ronald Weasley', 'Draco Malfoy')",0.0
"('Ronald Weasley', 'Eddie Carmichael')",0.0
"('Ronald Weasley', 'Eleanor Branstone')",0.0
"('Ronald Weasley', 'Ernie Macmillan')",0.047619047619047616
"('Ronald Weasley', 'Euan Abercrombie')",0.0
"('Ronald Weasley', 'Fred Weasley')",0.5294117647058824
"('Ronald Weasley', 'George Weasley')",0.5294117647058824
"('Ronald Weasley', 'Ginny Weasley')",0.5
"('Ronald Weasley', 'Graham Pritchard')",0.0
"('Ronald Weasley', 'Gregory Goyle')",0.0
"('Ronald Weasley', 'Hannah Abbott')",0.047619047619047616
"('Ronald Weasley', 'Harry James Potter')",0.6666666666666666
"('Ronald Weasley', 'Hermione Granger')",0.875
"('Ronald Weasley', 'Jimmy Peakes')",0.0
"('Ronald Weasley', 'Justin Finch-Fletchley')",0.047619047619047616
"('Ronald Weasley', 'Katie Bell')",0.375
"('Ronald Weasley', 'Kevin Whitby')",0.0
"('Ronald Weasley', 'Lavender Brown')",0.13333333333333333
"('Ronald Weasley', 'Leanne')",0.13333333333333333
"('Ronald Weasley', 'Lee Jordan')",0.25
"('Ronald Weasley', 'Lucian Bole')",0.0
"('Ronald Weasley', 'Luna Lovegood')",0.4
"('Ronald Weasley', 'Malcolm Baddock')",0.0
"('Ronald Weasley', 'Mandy Brocklehurst')",0.0
"('Ronald Weasley', 'Marcus Belby')",0.0
"('Ronald Weasley', 'Marcus Flint')",0.0
"('Ronald Weasley', 'Michael Corner')",0.0
"('Ronald Weasley', 'Miles Bletchley')",0.0
"('Ronald Weasley', 'Millicent Bulstrode')",0.0
"('Ronald Weasley', 'Natalie McDonald')",0.0
"('Ronald Weasley', 'Neville Longbottom')",0.5333333333333333
"('Ronald Weasley', 'Oliver Wood')",0.4375
"('Ronald Weasley', 'Orla Quirke')",0.0
"('Ronald Weasley', 'Owen Cauldwell')",0.0
"('Ronald Weasley', 'Padma Patil')",0.06666666666666667
"('Ronald Weasley', 'Pansy Parkinson')",0.0
"('Ronald Weasley', 'Parvati Patil')",0.25
"('Ronald Weasley', 'Penelope Clearwater')",0.0
"('Ronald Weasley', 'Percy Weasley')",0.1875
"('Ronald Weasley', 'Peregrine Derrick')",0.0
"('Ronald Weasley', 'Roger Davies')",0.0
"('Ronald Weasley', 'Romilda Vane')",0.0
"('Ronald Weasley', 'Rose Zeller')",0.0
"('Ronald Weasley', 'Seamus Finnigan')",0.4375
"('Ronald Weasley', 'Stewart Ackerley')",0.0
"('Ronald Weasley', 'Susan Bones')",0.047619047619047616
"('Ronald Weasley', 'Terry Boot')",0.09523809523809523
"('Ronald Weasley', 'Theodore Nott')",0.0
"('Ronald Weasley', 'Vincent Crabbe')",0.0
"('Ronald Weasley', 'Zacharias Smith')",0.0
"('Rose Zeller', 'Adrian Pucey')",0.0
"('Rose Zeller', 'Alicia Spinnet')",0.0
"('Rose Zeller', 'Angelina Johnson')",0.0
"('Rose Zeller', 'Anthony Goldstein')",0.0
"('Rose Zeller', 'Blaise Zabini')",0.0
"('Rose Zeller', 'C. Warrington')",0.0
"('Rose Zeller', 'Cedric Diggory')",0.0
"('Rose Zeller', 'Cho Chang')",0.0
"('Rose Zeller', 'Colin Creevey')",0.0
"('Rose Zeller', 'Cormac McLaggen')",0.0
"('Rose Zeller', 'Dean Thomas')",0.0
"('Rose Zeller', 'Demelza Robins')",0.0
"('Rose Zeller', 'Dennis Creevey')",0.0
"('Rose Zeller', 'Draco Malfoy')",0.0
"('Rose Zeller', 'Eddie Carmichael')",0.0
"('Rose Zeller', 'Eleanor Branstone')",0.0
"('Rose Zeller', 'Ernie Macmillan')",0.0
"('Rose Zeller', 'Euan Abercrombie')",0.0
"('Rose Zeller', 'Fred Weasley')",0.0
"('Rose Zeller', 'George Weasley')",0.0
"('Rose Zeller', 'Ginny Weasley')",0.0
"('Rose Zeller', 'Graham Pritchard')",0.0
"('Rose Zeller', 'Gregory Goyle')",0.0
"('Rose Zeller', 'Hannah Abbott')",0.0
"('Rose Zeller', 'Harry James Potter')",0.0
"('Rose Zeller', 'Hermione Granger')",0.0
"('Rose Zeller', 'Jimmy Peakes')",0.0
"('Rose Zeller', 'Justin Finch-Fletchley')",0.0
"('Rose Zeller', 'Katie Bell')",0.0
"('Rose Zeller', 'Kevin Whitby')",0.0
"('Rose Zeller', 'Lavender Brown')",0.0
"('Rose Zeller', 'Leanne')",0.0
"('Rose Zeller', 'Lee Jordan')",0.0
"('Rose Zeller', 'Lucian Bole')",0.0
"('Rose Zeller', 'Luna Lovegood')",0.0
"('Rose Zeller', 'Malcolm Baddock')",0.0
"('Rose Zeller', 'Mandy Brocklehurst')",0.0
"('Rose Zeller', 'Marcus Belby')",0.0
"('Rose Zeller', 'Marcus Flint')",0.0
"('Rose Zeller', 'Michael Corner')",0.0
"('Rose Zeller', 'Miles Bletchley')",0.0
"('Rose Zeller', 'Millicent Bulstrode')",0.0
"('Rose Zeller', 'Natalie McDonald')",0.0
"('Rose Zeller', 'Neville Longbottom')",0.0
"('Rose Zeller', 'Oliver Wood')",0.0
"('Rose Zeller', 'Orla Quirke')",0.0
"('Rose Zeller', 'Owen Cauldwell')",0.0
"('Rose Zeller', 'Padma Patil')",0.0
"('Rose Zeller', 'Pansy Parkinson')",0.0
"('Rose Zeller', 'Parvati Patil')",0.0
"('Rose Zeller', 'Penelope Clearwater')",0.0
"('Rose Zeller', 'Percy Weasley')",0.0
"('Rose Zeller', 'Peregrine Derrick')",0.0
"('Rose Zeller', 'Roger Davies')",0.0
"('Rose Zeller', 'Romilda Vane')",0.0
"('Rose Zeller', 'Ronald Weasley')",0.0
"('Rose Zeller', 'Seamus Finnigan')",0.0
"('Rose Zeller', 'Stewart Ackerley')",0.0
"('Rose Zeller', 'Susan Bones')",0.0
"('Rose Zeller', 'Terry Boot')",0.0
"('Rose Zeller', 'Theodore Nott')",0.0
"('Rose Zeller', 'Vincent Crabbe')",0.0
"('Rose Zeller', 'Zacharias Smith')",0.0
"('Seamus Finnigan', 'Adrian Pucey')",0.0
"('Seamus Finnigan', 'Alicia Spinnet')",0.21428571428571427
"('Seamus Finnigan', 'Angelina Johnson')",0.21428571428571427
"('Seamus Finnigan', 'Anthony Goldstein')",0.07142857142857142
"('Seamus Finnigan', 'Blaise Zabini')",0.0
"('Seamus Finnigan', 'C. Warrington')",0.0
"('Seamus Finnigan', 'Cedric Diggory')",0.1
"('Seamus Finnigan', 'Cho Chang')",0.1111111111111111
"('Seamus Finnigan', 'Colin Creevey')",0.1
"('Seamus Finnigan', 'Cormac McLaggen')",0.0
"('Seamus Finnigan', 'Dean Thomas')",1.0
"('Seamus Finnigan', 'Demelza Robins')",0.0
